word,lemma,part_of_speech,cefr,english,tense,person
preoccuperemo,preoccupare,verb_form,B1,to worry,future,noi
preoccuperete,preoccupare,verb_form,B1,to worry,future,voi
preoccuperanno,preoccupare,verb_form,B1,to worry,future,loro
preoccuperei,preoccupare,verb_form,B1,to worry,conditional,io
preoccuperesti,preoccupare,verb_form,B1,to worry,conditional,tu
preoccuperebbe,preoccupare,verb_form,B1,to worry,conditional,lui/lei
preoccuperemmo,preoccupare,verb_form,B1,to worry,conditional,noi
preoccupereste,preoccupare,verb_form,B1,to worry,conditional,voi
preoccuperebbero,preoccupare,verb_form,B1,to worry,conditional,loro
tranquillizzare,tranquillizzare,verb_form,B1,to reassure,infinitive,
tranquillizzo,tranquillizzare,verb_form,B1,to reassure,present,io
tranquillizzi,tranquillizzare,verb_form,B1,to reassure,present,tu
tranquillizza,tranquillizzare,verb_form,B1,to reassure,present,lui/lei
tranquillizziamo,tranquillizzare,verb_form,B1,to reassure,present,noi
tranquillizzate,tranquillizzare,verb_form,B1,to reassure,present,voi
tranquillizzano,tranquillizzare,verb_form,B1,to reassure,present,loro
tranquillizzavo,tranquillizzare,verb_form,B1,to reassure,imperfect,io
tranquillizzavi,tranquillizzare,verb_form,B1,to reassure,imperfect,tu
tranquillizzava,tranquillizzare,verb_form,B1,to reassure,imperfect,lui/lei
tranquillizzavamo,tranquillizzare,verb_form,B1,to reassure,imperfect,noi
tranquillizzavate,tranquillizzare,verb_form,B1,to reassure,imperfect,voi
tranquillizzavano,tranquillizzare,verb_form,B1,to reassure,imperfect,loro
tranquillizzato,tranquillizzare,verb_form,B1,to reassure,past_participle,
tranquillizzando,tranquillizzare,verb_form,B1,to reassure,gerund,
tranquillizzerò,tranquillizzare,verb_form,B1,to reassure,future,io
tranquillizzerai,tranquillizzare,verb_form,B1,to reassure,future,tu
tranquillizzerà,tranquillizzare,verb_form,B1,to reassure,future,lui/lei
tranquillizzeremo,tranquillizzare,verb_form,B1,to reassure,future,noi
tranquillizzerete,tranquillizzare,verb_form,B1,to reassure,future,voi
tranquillizzeranno,tranquillizzare,verb_form,B1,to reassure,future,loro
tranquillizzerei,tranquillizzare,verb_form,B1,to reassure,conditional,io
tranquillizzeresti,tranquillizzare,verb_form,B1,to reassure,conditional,tu
tranquillizzerebbe,tranquillizzare,verb_form,B1,to reassure,conditional,lui/lei
tranquillizzeremmo,tranquillizzare,verb_form,B1,to reassure,conditional,noi
tranquillizzereste,tranquillizzare,verb_form,B1,to reassure,conditional,voi
tranquillizzerebbero,tranquillizzare,verb_form,B1,to reassure,conditional,loro
interessare,interessare,verb_form,B1,to interest,infinitive,
interesso,interessare,verb_form,B1,to interest,present,io
interessi,interessare,verb_form,B1,to interest,present,tu
interessa,interessare,verb_form,B1,to interest,present,lui/lei
interessiamo,interessare,verb_form,B1,to interest,present,noi
interessate,interessare,verb_form,B1,to interest,present,voi
interessano,interessare,verb_form,B1,to interest,present,loro
interessavo,interessare,verb_form,B1,to interest,imperfect,io
interessavi,interessare,verb_form,B1,to interest,imperfect,tu
interessava,interessare,verb_form,B1,to interest,imperfect,lui/lei
interessavamo,interessare,verb_form,B1,to interest,imperfect,noi
interessavate,interessare,verb_form,B1,to interest,imperfect,voi
interessavano,interessare,verb_form,B1,to interest,imperfect,loro
interessato,interessare,verb_form,B1,to interest,past_participle,
interessando,interessare,verb_form,B1,to interest,gerund,
interesserò,interessare,verb_form,B1,to interest,future,io
interesserai,interessare,verb_form,B1,to interest,future,tu
interesserà,interessare,verb_form,B1,to interest,future,lui/lei
interesseremo,interessare,verb_form,B1,to interest,future,noi
interesserete,interessare,verb_form,B1,to interest,future,voi
interesseranno,interessare,verb_form,B1,to interest,future,loro
interesserei,interessare,verb_form,B1,to interest,conditional,io
interesseresti,interessare,verb_form,B1,to interest,conditional,tu
interesserebbe,interessare,verb_form,B1,to interest,conditional,lui/lei
interesseremmo,interessare,verb_form,B1,to interest,conditional,noi
interessereste,interessare,verb_form,B1,to interest,conditional,voi
interesserebbero,interessare,verb_form,B1,to interest,conditional,loro
importare,importare,verb_form,B1,to matter,infinitive,
importo,importare,verb_form,B1,to matter,present,io
importi,importare,verb_form,B1,to matter,present,tu
importa,importare,verb_form,B1,to matter,present,lui/lei
importiamo,importare,verb_form,B1,to matter,present,noi
importate,importare,verb_form,B1,to matter,present,voi
importano,importare,verb_form,B1,to matter,present,loro
importavo,importare,verb_form,B1,to matter,imperfect,io
importavi,importare,verb_form,B1,to matter,imperfect,tu
importava,importare,verb_form,B1,to matter,imperfect,lui/lei
importavamo,importare,verb_form,B1,to matter,imperfect,noi
importavate,importare,verb_form,B1,to matter,imperfect,voi
importavano,importare,verb_form,B1,to matter,imperfect,loro
importato,importare,verb_form,B1,to matter,past_participle,
importando,importare,verb_form,B1,to matter,gerund,
importerò,importare,verb_form,B1,to matter,future,io
importerai,importare,verb_form,B1,to matter,future,tu
importerà,importare,verb_form,B1,to matter,future,lui/lei
importeremo,importare,verb_form,B1,to matter,future,noi
importerete,importare,verb_form,B1,to matter,future,voi
importeranno,importare,verb_form,B1,to matter,future,loro
importerei,importare,verb_form,B1,to matter,conditional,io
importeresti,importare,verb_form,B1,to matter,conditional,tu
importerebbe,importare,verb_form,B1,to matter,conditional,lui/lei
importeremmo,importare,verb_form,B1,to matter,conditional,noi
importereste,importare,verb_form,B1,to matter,conditional,voi
importerebbero,importare,verb_form,B1,to matter,conditional,loro
dipendere,dipendere,verb_form,B1,to depend,infinitive,
dipendo,dipendere,verb_form,B1,to depend,present,io
dipendi,dipendere,verb_form,B1,to depend,present,tu
dipende,dipendere,verb_form,B1,to depend,present,lui/lei
dipendiamo,dipendere,verb_form,B1,to depend,present,noi
dipendete,dipendere,verb_form,B1,to depend,present,voi
dipendono,dipendere,verb_form,B1,to depend,present,loro
dipendevo,dipendere,verb_form,B1,to depend,imperfect,io
dipendevi,dipendere,verb_form,B1,to depend,imperfect,tu
dipendeva,dipendere,verb_form,B1,to depend,imperfect,lui/lei
dipendevamo,dipendere,verb_form,B1,to depend,imperfect,noi
dipendevate,dipendere,verb_form,B1,to depend,imperfect,voi
dipendevano,dipendere,verb_form,B1,to depend,imperfect,loro
dipenduto,dipendere,verb_form,B1,to depend,past_participle,
dipendendo,dipendere,verb_form,B1,to depend,gerund,
dipenderò,dipendere,verb_form,B1,to depend,future,io
dipenderai,dipendere,verb_form,B1,to depend,future,tu
dipenderà,dipendere,verb_form,B1,to depend,future,lui/lei
dipenderemo,dipendere,verb_form,B1,to depend,future,noi
dipenderete,dipendere,verb_form,B1,to depend,future,voi
dipenderanno,dipendere,verb_form,B1,to depend,future,loro
dipenderei,dipendere,verb_form,B1,to depend,conditional,io
dipenderesti,dipendere,verb_form,B1,to depend,conditional,tu
dipenderebbe,dipendere,verb_form,B1,to depend,conditional,lui/lei
dipenderemmo,dipendere,verb_form,B1,to depend,conditional,noi
dipendereste,dipendere,verb_form,B1,to depend,conditional,voi
dipenderebbero,dipendere,verb_form,B1,to depend,conditional,loro
sembrare,sembrare,verb_form,B1,to seem,infinitive,
sembro,sembrare,verb_form,B1,to seem,present,io
sembri,sembrare,verb_form,B1,to seem,present,tu
sembra,sembrare,verb_form,B1,to seem,present,lui/lei
sembriamo,sembrare,verb_form,B1,to seem,present,noi
sembrate,sembrare,verb_form,B1,to seem,present,voi
sembrano,sembrare,verb_form,B1,to seem,present,loro
sembravo,sembrare,verb_form,B1,to seem,imperfect,io
sembravi,sembrare,verb_form,B1,to seem,imperfect,tu
sembrava,sembrare,verb_form,B1,to seem,imperfect,lui/lei
sembravamo,sembrare,verb_form,B1,to seem,imperfect,noi
sembravate,sembrare,verb_form,B1,to seem,imperfect,voi
sembravano,sembrare,verb_form,B1,to seem,imperfect,loro
sembrato,sembrare,verb_form,B1,to seem,past_participle,
sembrando,sembrare,verb_form,B1,to seem,gerund,
sembrerò,sembrare,verb_form,B1,to seem,future,io
sembrerai,sembrare,verb_form,B1,to seem,future,tu
sembrerà,sembrare,verb_form,B1,to seem,future,lui/lei
sembreremo,sembrare,verb_form,B1,to seem,future,noi
sembrerete,sembrare,verb_form,B1,to seem,future,voi
sembreranno,sembrare,verb_form,B1,to seem,future,loro
sembrerei,sembrare,verb_form,B1,to seem,conditional,io
sembreresti,sembrare,verb_form,B1,to seem,conditional,tu
sembrerebbe,sembrare,verb_form,B1,to seem,conditional,lui/lei
sembreremmo,sembrare,verb_form,B1,to seem,conditional,noi
sembrereste,sembrare,verb_form,B1,to seem,conditional,voi
sembrerebbero,sembrare,verb_form,B1,to seem,conditional,loro
apparire,apparire,verb_form,B1,to appear,infinitive,
apparo,apparire,verb_form,B1,to appear,present,io
appari,apparire,verb_form,B1,to appear,present,tu
appare,apparire,verb_form,B1,to appear,present,lui/lei
appariamo,apparire,verb_form,B1,to appear,present,noi
apparite,apparire,verb_form,B1,to appear,present,voi
apparono,apparire,verb_form,B1,to appear,present,loro
apparivo,apparire,verb_form,B1,to appear,imperfect,io
apparivi,apparire,verb_form,B1,to appear,imperfect,tu
appariva,apparire,verb_form,B1,to appear,imperfect,lui/lei
apparivamo,apparire,verb_form,B1,to appear,imperfect,noi
apparivate,apparire,verb_form,B1,to appear,imperfect,voi
apparivano,apparire,verb_form,B1,to appear,imperfect,loro
apparito,apparire,verb_form,B1,to appear,past_participle,
apparendo,apparire,verb_form,B1,to appear,gerund,
apparirò,apparire,verb_form,B1,to appear,future,io
apparirai,apparire,verb_form,B1,to appear,future,tu
apparirà,apparire,verb_form,B1,to appear,future,lui/lei
appariremo,apparire,verb_form,B1,to appear,future,noi
apparirete,apparire,verb_form,B1,to appear,future,voi
appariranno,apparire,verb_form,B1,to appear,future,loro
apparirei,apparire,verb_form,B1,to appear,conditional,io
appariresti,apparire,verb_form,B1,to appear,conditional,tu
apparirebbe,apparire,verb_form,B1,to appear,conditional,lui/lei
appariremmo,apparire,verb_form,B1,to appear,conditional,noi
apparireste,apparire,verb_form,B1,to appear,conditional,voi
apparirebbero,apparire,verb_form,B1,to appear,conditional,loro
dividere,dividere,verb_form,B1,to divide,infinitive,
divido,dividere,verb_form,B1,to divide,present,io
dividi,dividere,verb_form,B1,to divide,present,tu
divide,dividere,verb_form,B1,to divide,present,lui/lei
dividiamo,dividere,verb_form,B1,to divide,present,noi
dividete,dividere,verb_form,B1,to divide,present,voi
dividono,dividere,verb_form,B1,to divide,present,loro
dividevo,dividere,verb_form,B1,to divide,imperfect,io
dividevi,dividere,verb_form,B1,to divide,imperfect,tu
divideva,dividere,verb_form,B1,to divide,imperfect,lui/lei
dividevamo,dividere,verb_form,B1,to divide,imperfect,noi
dividevate,dividere,verb_form,B1,to divide,imperfect,voi
dividevano,dividere,verb_form,B1,to divide,imperfect,loro
dividuto,dividere,verb_form,B1,to divide,past_participle,
dividendo,dividere,verb_form,B1,to divide,gerund,
dividerò,dividere,verb_form,B1,to divide,future,io
dividerai,dividere,verb_form,B1,to divide,future,tu
dividerà,dividere,verb_form,B1,to divide,future,lui/lei
divideremo,dividere,verb_form,B1,to divide,future,noi
dividerete,dividere,verb_form,B1,to divide,future,voi
divideranno,dividere,verb_form,B1,to divide,future,loro
dividerei,dividere,verb_form,B1,to divide,conditional,io
divideresti,dividere,verb_form,B1,to divide,conditional,tu
dividerebbe,dividere,verb_form,B1,to divide,conditional,lui/lei
divideremmo,dividere,verb_form,B1,to divide,conditional,noi
dividereste,dividere,verb_form,B1,to divide,conditional,voi
dividerebbero,dividere,verb_form,B1,to divide,conditional,loro
unire,unire,verb_form,B1,to unite,infinitive,
uno,unire,verb_form,B1,to unite,present,io
uni,unire,verb_form,B1,to unite,present,tu
une,unire,verb_form,B1,to unite,present,lui/lei
uniamo,unire,verb_form,B1,to unite,present,noi
unite,unire,verb_form,B1,to unite,present,voi
unono,unire,verb_form,B1,to unite,present,loro
univo,unire,verb_form,B1,to unite,imperfect,io
univi,unire,verb_form,B1,to unite,imperfect,tu
univa,unire,verb_form,B1,to unite,imperfect,lui/lei
univamo,unire,verb_form,B1,to unite,imperfect,noi
univate,unire,verb_form,B1,to unite,imperfect,voi
univano,unire,verb_form,B1,to unite,imperfect,loro
unito,unire,verb_form,B1,to unite,past_participle,
unendo,unire,verb_form,B1,to unite,gerund,
unirò,unire,verb_form,B1,to unite,future,io
unirai,unire,verb_form,B1,to unite,future,tu
unirà,unire,verb_form,B1,to unite,future,lui/lei
uniremo,unire,verb_form,B1,to unite,future,noi
unirete,unire,verb_form,B1,to unite,future,voi
uniranno,unire,verb_form,B1,to unite,future,loro
unirei,unire,verb_form,B1,to unite,conditional,io
uniresti,unire,verb_form,B1,to unite,conditional,tu
unirebbe,unire,verb_form,B1,to unite,conditional,lui/lei
uniremmo,unire,verb_form,B1,to unite,conditional,noi
unireste,unire,verb_form,B1,to unite,conditional,voi
unirebbero,unire,verb_form,B1,to unite,conditional,loro
aggiungere,aggiungere,verb_form,B1,to add,infinitive,
aggiungo,aggiungere,verb_form,B1,to add,present,io
aggiungi,aggiungere,verb_form,B1,to add,present,tu
aggiunge,aggiungere,verb_form,B1,to add,present,lui/lei
aggiungiamo,aggiungere,verb_form,B1,to add,present,noi
aggiungete,aggiungere,verb_form,B1,to add,present,voi
aggiungono,aggiungere,verb_form,B1,to add,present,loro
aggiungevo,aggiungere,verb_form,B1,to add,imperfect,io
aggiungevi,aggiungere,verb_form,B1,to add,imperfect,tu
aggiungeva,aggiungere,verb_form,B1,to add,imperfect,lui/lei
aggiungevamo,aggiungere,verb_form,B1,to add,imperfect,noi
aggiungevate,aggiungere,verb_form,B1,to add,imperfect,voi
aggiungevano,aggiungere,verb_form,B1,to add,imperfect,loro
aggiunguto,aggiungere,verb_form,B1,to add,past_participle,
aggiungendo,aggiungere,verb_form,B1,to add,gerund,
aggiungerò,aggiungere,verb_form,B1,to add,future,io
aggiungerai,aggiungere,verb_form,B1,to add,future,tu
aggiungerà,aggiungere,verb_form,B1,to add,future,lui/lei
aggiungeremo,aggiungere,verb_form,B1,to add,future,noi
aggiungerete,aggiungere,verb_form,B1,to add,future,voi
aggiungeranno,aggiungere,verb_form,B1,to add,future,loro
aggiungerei,aggiungere,verb_form,B1,to add,conditional,io
aggiungeresti,aggiungere,verb_form,B1,to add,conditional,tu
aggiungerebbe,aggiungere,verb_form,B1,to add,conditional,lui/lei
aggiungeremmo,aggiungere,verb_form,B1,to add,conditional,noi
aggiungereste,aggiungere,verb_form,B1,to add,conditional,voi
aggiungerebbero,aggiungere,verb_form,B1,to add,conditional,loro
completare,completare,verb_form,B1,to complete,infinitive,
completo,completare,verb_form,B1,to complete,present,io
completi,completare,verb_form,B1,to complete,present,tu
completa,completare,verb_form,B1,to complete,present,lui/lei
completiamo,completare,verb_form,B1,to complete,present,noi
completate,completare,verb_form,B1,to complete,present,voi
completano,completare,verb_form,B1,to complete,present,loro
completavo,completare,verb_form,B1,to complete,imperfect,io
completavi,completare,verb_form,B1,to complete,imperfect,tu
completava,completare,verb_form,B1,to complete,imperfect,lui/lei
completavamo,completare,verb_form,B1,to complete,imperfect,noi
completavate,completare,verb_form,B1,to complete,imperfect,voi
completavano,completare,verb_form,B1,to complete,imperfect,loro
completato,completare,verb_form,B1,to complete,past_participle,
completando,completare,verb_form,B1,to complete,gerund,
completerò,completare,verb_form,B1,to complete,future,io
completerai,completare,verb_form,B1,to complete,future,tu
completerà,completare,verb_form,B1,to complete,future,lui/lei
completeremo,completare,verb_form,B1,to complete,future,noi
completerete,completare,verb_form,B1,to complete,future,voi
completeranno,completare,verb_form,B1,to complete,future,loro
completerei,completare,verb_form,B1,to complete,conditional,io
completeresti,completare,verb_form,B1,to complete,conditional,tu
completerebbe,completare,verb_form,B1,to complete,conditional,lui/lei
completeremmo,completare,verb_form,B1,to complete,conditional,noi
completereste,completare,verb_form,B1,to complete,conditional,voi
completerebbero,completare,verb_form,B1,to complete,conditional,loro
ripetere,ripetere,verb_form,B1,to repeat,infinitive,
ripeto,ripetere,verb_form,B1,to repeat,present,io
ripeti,ripetere,verb_form,B1,to repeat,present,tu
ripete,ripetere,verb_form,B1,to repeat,present,lui/lei
ripetiamo,ripetere,verb_form,B1,to repeat,present,noi
ripetete,ripetere,verb_form,B1,to repeat,present,voi
ripetono,ripetere,verb_form,B1,to repeat,present,loro
ripetevo,ripetere,verb_form,B1,to repeat,imperfect,io
ripetevi,ripetere,verb_form,B1,to repeat,imperfect,tu
ripeteva,ripetere,verb_form,B1,to repeat,imperfect,lui/lei
ripetevamo,ripetere,verb_form,B1,to repeat,imperfect,noi
ripetevate,ripetere,verb_form,B1,to repeat,imperfect,voi
ripetevano,ripetere,verb_form,B1,to repeat,imperfect,loro
ripetuto,ripetere,verb_form,B1,to repeat,past_participle,
